DEPARTAMENTO,MUNICIPIO(S),DESTINO,NOMBRE,IMPACTO,APORTES NACIÓN,CONTRAPARTIDA,RADICACION SALIDA,ESTADO FÍSICO ACTUAL,AVANCE FÍSICO ACTUAL
META,"Cubarral(MET), Fuente De Oro(MET), Granada(MET), San Martin(MET)",Acueducto/Urbana,CONSTRUCCION BOCATOMA DEL ACUEDUCTO REGIONAL DEL ARIARI DEPARTAMENTO DEL META,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 767,3445307260.00,297588815.00,Sin Información,En Liquidación,100
BOYACA,Cucaita(BOY),Acueducto/Urbana,CONSTRUCCION DEL SISTEMA DE ACUEDUCTO DEL MUNICIPIO DE CUCAITA,"CON LA OBRA PLANTEADA SE ASEGURA MEJORAS EN OFERTA HÍDRICA, APROVECHAMIENTO DE INFRAESTRUCTURA EXISTENTE, REFORZAMIENTO DEL SISTEMA DE SUMINISTRO DE AGUA POTABLE Y OPTIMIZACIÓN DE LA CALIDAD DEL AGUA PARA HACERLA APTA AL CONSUMO HUMANO DEL 100% DE LA COMUNIDAD ACTUAL Y FUTURA DEL ÁREA URBANA DEL MUNICIPIO DE CUCAITA EN EL DEPARTAMENTO DE BOYACÁ",264524891.00,1016450206.00,7320-E2-65812,En Liquidación,100
CUNDINAMARCA,Cucunubá(CUN),Alcantarillado/Rural,CONSTRUCCION DE UNIDADES SANITARIAS EN LA ZONA RURAL DEL MUNICIPIO DE CUCUNUBA,Población Beneficiada : 120 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 33,0.00,161143270.00,5100-E2-47049,Liquidado Contrato Obra,100
N DE SANTANDER,Cúcuta(N D),Alcantarillado/Urbana,"CONSTRUCCION CANAL DE AGUAS LLUVIAS TORCOROMA-CHIVERAS-RIO PAMPLONITA, MUNICIPIO DE SAN JOSE DE CUCUTA *","MEJORAMIENTO DE LA CALIDAD DE VIDA DE LOS MORADEORES DEL SECTOR, POR MEDIO DEL AUMENTO DE LA CAPACIDAD HIRAULICA DEL CANAL DE AGUAS LLUVIAS A INTERVENIR.",4069769573.00,345000000.00,Sin Información,En Liquidación,100
N DE SANTANDER,"Cúcuta(N D), El Carmen(N D), Los Patios(N D), Villa Del Rosario(N D)",Riesgos/Urbana,CONSTRUCCION OBRAS DE PROTECCION MITIGACION Y RIESGOS NATURALES FASE II,Población Beneficiada : 4150 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 1640,7999995360.00,0.00,Sin Información,Liquidado,100
N DE SANTANDER,Cucutilla(N D),Alcantarillado/Urbana,"RECUPERACION ALCANTARILLADO CARRERA 5 ENTRE CALLES 4 Y 8, CARRERA 4 ENTR CALLE 1 SALIDA A LA VEREDA CAPIRA *","CON EL PROYECTO SE REHABILITARAN 407 M DE TUBERIA PVC PARA ALCANTARILLADO, AFECTADOS EN LA CARRERA 5 ENTRE CALLES 4 Y 8 Y EN LA CARRERA 4 ENTRE LA CALLE 1 Y SALIDA A LA VEREDA CAPIRA, AFECTADAS DURANTE LA EMERGENCIA GENERADA POR LA OLA INVERNAL Población Beneficiada : 1268 Nuevas Conexiones : ND Cobertura : ND Continuidad : ND Empleos Generados : 27",129923659.00,0.00,5100-E2-58119,Liquidado,100
BOYACA,Cuitiva(BOY),Alcantarillado/Rural,CONSTRUCCION DE 104 UNIDADES SANITARIAS Y POZOS SEPTICOS EN LA ZONA RURAL DEL MUNICIPIO DE CUITIVA - BOYACA,Población Beneficiada : 624 Nuevas Conexiones : 624 Cobertura : 0% a 100% Continuidad : Empleos Generados : 88,429723025.00,0.00,Sin Información,Liquidado,100
META,Cumaral(MET),Acueducto/Urbana,AMPLIACION Y OPTIMIZACION REDES DEL SISTEMA DE ACUEDUCTO URBANO Y CONSTRUCCION TANQUE DE ALMACENAMIENTO EN EL MUNICIPIO DE CUMARAL,"CON LA CONSTRUCCIÓN DEL PROYECTO SE MEJORARÁ LA CALIDAD DE VIDA DE LA POBLACIÓN BENEFICIADA, PUESTO QUE DISMINUIRÁ EL NÚMERO DE PERSONAS CONTAGIADAS CON ENFERMEDADES DE VÍA HÍDRICA, TENIENDO EN CUENTA QUE SE MEJORÁ IGUALMENTE LA CALIDAD DEL AGUA Y SE AUMENTARÁ LA COBERTURA Y LA CONTINUIDAD DEL SISTEMA",0.00,2973404040.00,5100-E2-79783,Liquidado,100
META,Cumaral(MET),Aseo/Urbana,CONSTRUCCION Y ADECUACION DE LA INFRAESTRUCTURA NECESARIA PARA EL PROCESAMIENTO DE ABONOS ORGANICOS A PARTIR DE RESIDUOS SOLIDOS DOMESTICOS Y DESECHOS AGROPECUARIOS DEL MUNICIPIO DE CUMARAL - META *,Población Beneficiada : 10530 Nuevas Conexiones : NA Cobertura : Continuidad : Empleos Generados : 90,300000000.00,139905000.00,Sin Información,Liquidado,100
META,Cumaral(MET),Riesgos/Urbana,CONSTRUCCION RECUPERACION GEOTECNICA MARGEN DERECHA DEL RIO GUACAVIA MUNICIPIO DE CUMARAL 1500ML ARRANCANDO DESDE 500ML AGUAS ABAJO DEL PUENTE GUACAVIA HASTA 1000ML AGUAS ARRIBA DEL PUENTE GUACAVIA (REFORMULACION),Población Beneficiada : 21477 Nuevas Conexiones : NA Cobertura : NA Continuidad : NA Empleos Generados : 921,4266000000.00,225000000.00,5100-E2-172052,Liquidado,100
VICHADA,Cumaribo(VIC),Aseo/Urbana,"ADQUISICIÓN DE UN VEHÍCULO RECOLECTOR COMPACTADOR DE RESIDUOS SÓLIDOS PARA EL MUNICIPIO DE CUMARIBO, DEPARTAMENTO DE VICHADA",Disponibilidad para generar una cobertura de recolección y transporte en un 100% del casco urbano del municipio de Cumaribo.,200000000.00,237447004.00,2017EE0115343,Liquidado,100
VICHADA,Cumaribo(VIC),Aseo/Urbana,SISTEMA DE ALCANTARILLADO SANITARIO SIN ARRASTRE DE SOLIDOS - TIPO CONDOMINIAL PRIMERA ETAPA,Población Beneficiada : 1933 Nuevas Conexiones : NA Cobertura : Continuidad : Empleos Generados : 205,1000000000.00,0.00,Sin Información,Liquidado,100
NARIÑO,Cumbal(NAR),Acueducto/Rural,CONSTRUCCION DEL SISTEMA DE CONDUCCION PARA EL ACUEDUCTO DE LA VEREDA NAZATE DEL RESGUARDO INDIGENA DE CHILES MUNICIPIO DE CUMBAL,el proyecto construcción del sistema de conducción para el acueducto de la vereda nazate del resguardo indigena de chiles municipio de cumbal nariño aumentara la continuidad del 24% al 100%,0.00,634806739.00,2014EE0107075,En Liquidación,100
NARIÑO,Cumbal(NAR),Acueducto/Urbana,CONSTRUCCION SISTEMA ACUEDUCTO CASCO URBANO DEL MUNICIPIO DE CUMBAL (REFORMULACION),"Población Beneficiada : 9402 Nuevas Conexiones : 250 Cobertura : 0,97 Continuidad : 24 Empleos Generados : 167",500000000.00,315468547.00,Sin Información,Liquidado,100
NARIÑO,Cumbal(NAR),Acueducto/Urbana,CONSTRUCCION SISTEMA DE ACUEDUCTO DEL CASCO URBANO DEL MUNICIPIO DE CUMBAL (REFORMULACION),Sin Información,500000000.00,969553421.00,Sin Información,Liquidado,100
NARIÑO,Cumbal(NAR),Alcantarillado/Rural,"CONSTRUCCION SISTEMA DE ALCANTARILLADO PLUVIAL Y SANITARIO, PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DOMESTICAS EN EL CENTRO POBLADO DE PANAM, I ETAPA VIA A PAVIMENTAR MUNICIPIO DE CUMBAL",Población Beneficiada : 1234 Nuevas Conexiones : 1234 Cobertura : 1 Continuidad : 24 Empleos Generados : 76,272573910.00,99815199.00,Sin Información,Liquidado Contrato Obra,100
NARIÑO,Cumbal(NAR),Alcantarillado/Urbana,OPTIMIZACION SISTEMA DE ALCANTARILLADO MUNICIPIO DE CUMBAL (REFORMULACION) *,"CON LA OPTIMIZACIÓN DEL SISTEMA DE ALCANTARILLADO DEL MUNICIPIO DE CUMBAL SE LOGRA BENEFICIAR A LOS 8,298 HABITANTES DEL CASCO URBANO DEL MUNICIPIO. Población Beneficiada : 1517 Nuevas Conexiones : 1517 Cobertura : 0,98 Continuidad : 24 Empleos Generados :",475678007.00,691347912.00,5100-E2-34582,Liquidado,100
TOLIMA,Cunday(TOL),Acueducto/Rural,REPARACION Y CAMBIO DE TRAZADO DE LA RED DE ADUCCION PARA EL ACUEDUCTO DEL CORREGIMIENTO DE TRES ESQUINAS DEL MUNICIPIO DE CUNDAY *,Población Beneficiada : 2428 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 137,668539432.00,0.00,5100-E2-125518,Liquidado,100
SANTANDER,Curiti(SAN),Alcantarillado/Urbana,RECONSTRUCCION Y ADECUACION DE LAS OBRAS DE ALCANTARILLADO PARA LA PREVENCION DE EROSION Y MITIGACION DE LOS IMPACTOS GENERADOS POR EL FENOMENO DE LA NIÑA EN EL MUNICIPIO DE CURITI.,"El proyecto evita que se presente colapso en las estructuras del alcantarillado, taponamiento en redes e inundaciones en el Municipio a causa de las lluvias Población Beneficiada : 6277 Nuevas Conexiones : 6277 Cobertura : 90% A 90% Continuidad : Empleos Generados : 1640",7981857726.00,20000000.00,5100-E2-150650,Liquidado,100
SANTANDER,Curiti(SAN),Alcantarillado/Urbana,REHABILITACION Y COMPLEMENTACION DEL SISTEMA DE TRATAMIENTO DE LAS AGUAS RESIDUALES,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 18,86580000.00,0.00,Sin Información,Liquidado,30
CESAR,Curumani(CES),Acueducto/Urbana,OPTIMIZACION Y AMPLIACION ACUEDUCTO DEL CORREGIMIENTO DE SAN ROQUE,Población Beneficiada : 2491 Nuevas Conexiones : 1050 Cobertura : Continuidad : Empleos Generados : 152,500000000.00,240403450.00,Sin Información,Liquidado,100
CESAR,Curumani(CES),Acueducto/Urbana,"OBRAS CIVILES PARA LA ADECUACIÓN DE LA BOCATOMA, CONSTRUCCIÓN DESARENADOR, CONSTRUCCIÓN TANQUE DE ALMACENAMIENTO Y OPTIMIZACIÓN PLANTA DE TRATAMIENTO EN EL MUNICIPIO DE CURUMANÍ.",Población Beneficiada : Nuevas Conexiones : ND Cobertura : ND Continuidad : ND Empleos Generados : 220,0.00,1072978757.00,Sin Información,Liquidado,100
CESAR,Curumani(CES),Acueducto/Urbana,OBRAS CIVILES PARA LA CONSTRUCCIÓN DE LA ADUCCIÓN Y OPTIMIZACIÓN DE LAS REDES DE ACUEDUCTO EN EL MUNICIPIO DE CURUMANÍ.,Población Beneficiada : Nuevas Conexiones : ND Cobertura : ND Continuidad : ND Empleos Generados : 745,0.00,3633999451.00,Sin Información,Liquidado,100
CESAR,Curumani(CES),Alcantarillado/Urbana,OPTIMIZACION DEL SISTEMA DE ALCANTARILLADO DEL MUNICIPIO DE CURUMANI,"EN EL MUNICIPIO DE CURUMANÍ, EL PORCENTAJE DE USUARIOS QUE NO CUENTAN CON EL SERVICIO DE ALCANTARILLADO, NO LO POSEEN ARGUMENTADO MOTIVOS TALES COMO EL TAPONAMIENTO EN LAS TUBERÍAS, LA FALTA DE REDES DE ALCANTARILLADO, LA INEXISTENCIA DE CAPACIDAD DE PAGO, EL DESINTERÉS EN LA PRESTACIÓN DEL SERVICIO O EL NO ENCONTRARSE CONECTADOS A LAS REDES EXISTENTES, ENTRE OTROS. EN EL MUNICIPIO LA ELIMINACIÓN DE EXCRETAS SE HACE A TRAVÉS DE LETRINAS, INODOROS CON CONEXIÓN A POZO SÉPTICO, INODORO CON CONEXIÓN A ALCANTARILLADO E INODORO SIN NINGÚN TIPO DE CONEXIÓN. DESPUES DE REALIZAR SIMULACIONES EN EL PROGRAMA DE DISEÑO STORMCAD CON LOS CAUDALES PROYECTADOS AL HORIZONTE DE DISEÑO, SE VERIFICÓ QUE EL DISEÑO CUMPLIERA CON LOS DIFERENTES CRITERIOS PREVIAMENTE ESTABLECIDOS POR LA NORMA, COMO LO SON VELOCIDADES MÍNIMA Y MÁXIMA, FUERZA TRACTIVA, Y PORCENTAJE DE LLENADO.",0.00,4321983486.00,5100-E2-103649,Liquidado,100
CESAR,Curumani(CES),Alcantarillado/Urbana,OPTIMIZACION DEL SISTEMA DE TRATAMIENTO DE AGUAS RESIDUALES DEL MUNICIPIO DE CURUMANI,"CON LA EJECUCIÓN DEL PROYECTO SE PRETENDE ESTABLECER UN FUNCIONAMIENTO OPTIMIO DEL SISTEMA DE TRATAMIENTO DE AGUAS RESIDUALES DEL MUNICIPIO DE CURUMANÍ, POR MEDIO DE LA CONSTRUCCIÓN DE UN TRATAMIENTO PRELIMINAR, CANALES DE ENTRADA, LECHO DE SECADO DE LODOS Y UNA ESTRUCTURA DE ENTREGA.",0.00,412320076.00,7320-E2-76388,Liquidado,100
VALLE DEL CAUCA,Dagua(VAL),Acueducto/Rural,CONSTRUCCION DE LA PLANTA DE TRATAMIENTO DE AGUA POTABLE Y OPTIMIZACION DE RED DE CONDUCCION EN EL CENTRO NUCLEADO DEL CORREGIMIENTO DE BORRERO AYERBE MUNICIPIO DE DAGUA,"AUMENTAR LA COBERTURA EN LA PRESTACIÓN DEL SERVICIO DE ACUEDUCTO AL 100%, Y PROPORCIONAR UN SERVICIO QUE GARANTICE CALIDAD Y CONTINUIDAD.",2596126850.00,550653191.00,7323-E2-80761,Liquidado,100
VALLE DEL CAUCA,Dagua(VAL),Acueducto/Rural,CONSTRUCCION DE LA PLANTA DE TRATAMIENTO DE AGUA POTABLE Y OPTIMIZACION DE RED DE CONDUCCION EN EL CENTRO NUCLEADO DEL CORREGIMIENTO DE BORRERO AYERBE MUNICIPIO DE DAGUA,"AUMENTAR LA COBERTURA EN LA PRESTACIÓN DEL SERVICIO DE ACUEDUCTO AL 100%, Y PROPORCIONAR UN SERVICIO QUE GARANTICE CALIDAD Y CONTINUIDAD.",2596126850.00,550653191.00,7323-E2-80761,Liquidado,100
VALLE DEL CAUCA,Dagua(VAL),Acueducto/Urbana,OBRAS DE REHABILITACION PRA LA BOCATOMA DE LOBOGUERRERO Y DE LA LINEA DE CONDUCCION DEL ACUEDUCTO DE LOBOGUERRERO MUNICIPIO DE DAGUA,"REHABILITAR LA INFRAESTRUCTURA DE SUMINISTRO DE AGUA DEL CORREGIMIENTO DE LOBOGUERRERO AFECTADA POR LOS EVENTOS INVERNALES SUCEDIDOS BAJO EL FENOMENO DE LA NIÑA, CON EL FIN DE BRINDAR UN SERVICIO CONTINUO A LA POBLACION Y EVITAR DE ESTA FORMA ALTOS INDICES DE ENFERMEDADES GASTROINTESTINALES POR MALA CALIDAD DEL AGUA",0.00,151091641.00,7323-E2-115695,Liquidado,100
VALLE DEL CAUCA,Dagua(VAL),Acueducto/Urbana,"ATENCION A LAS AFECTACIONES EN LA INFRAESTRUCTURA DEL SISTEMA DE ACUEDUCTO PRESENTADAS POR LA EMERGECIA INVERNAL Y MITIGACION DE RIESGOS EN EL SECTOR DE LOS COLARADOS, LA TRAVESIA Y LA CLORINDA MUNICIPIO DE DAGUA",Población Beneficiada : 648 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 14,34384312.00,34384312.00,Sin Información,Liquidado,100
VALLE DEL CAUCA,Dagua(VAL),Acueducto/Urbana,OPTIMIZACION DE LA RED DE DISTRIBUCION DEL ACUEDUCTO DE DAGUA EN LOS SECTORES BELLAVISTA Y BUENOS AIRES,Población Beneficiada : 3532 Nuevas Conexiones : 1185 Cobertura : Continuidad : Empleos Generados : 92,280000000.00,168592815.00,Sin Información,Liquidado,100
LA GUAJIRA,Dibulla(LA ),Acueducto/Urbana,"CONSTRUCCION DE PLANTA DE TRATAMIENTO DEL ACUEDUCTO REGIONAL POR GRAVEDAD DEL MUNICIPIO DE DIBULLA, CORREGIMIENTOS DE LA PUNTA, LOS REMEDIOS, LAS FLORES, CAMPANA NUEVO Y VIEJO",Población Beneficiada : 4117 Nuevas Conexiones : NA Cobertura : Continuidad : Empleos Generados : 268,733000000.00,575314731.00,Sin Información,Liquidado,100
LA GUAJIRA,Distraccion(LA ),Acueducto/Urbana,OPTIMIZACION DE REDES DE DISTRIBUCION MUNICIPIO DE DISTRACCION,Población Beneficiada : 4678 Nuevas Conexiones : NA Cobertura : Continuidad : Empleos Generados : 109,500000001.00,29925876.00,Sin Información,Liquidado,100
ANTIOQUIA,Don Matías(ANT),"Acueducto/Urbana, Alcantarillado/Urbana",CONSTRUCCION DE LA TERCERA ETAPA DE COLECTORES Y REDES SECUNDARIAS DEL BARRIO SAN ANTONIO Y LOS ALMENDROS-ZONA URBANA MUNICIPIO DE DONMATIAS,se amplia cobertura de alcantarillado pasando del 90 al 95 %. se eliminan vertidos puntuales sanitarios sobre la fuente superficial más importante de la localidad. se eliminan riesgos a la salud pública.,0.00,1962946594.00,2014EE0065576,Liquidado,100
RISARALDA,Dosquebradas(RIS),Acueducto/Urbana,CONSTRUCCION OPTIMIZACION Y MEJORAMIENTO DE OBRAS COMPLEMENTARIAS DEL PLAN MAESTRO DE ACUEDUCTO DEL MUNICIPIO DE DOSQUEBRADAS,"LA CONDUCCIÓN QUE TRANSPORTA 180 L/S DEL MUNICIPIO DE SANTA ROSA DE CABAL HASTA EL MUNICIPIO DE DOS QUEBRADAS ESTÁ AFECTADA POR LA FALLA ROMERAL ALMAGUER Y LA CAPACIDAD DE ALMACENAMIENTO DEL SISTEMA SE ENCUENTRA COMPROMETIDA, DADO QUE EL TANQUE DE ALMACENAMIENTO 1 LA ROMELIA ESTA FUERA DE SERVICIO POR EL MOVIMIENTO DE TIERRA PRESENTADO EN MAYO 2007, CON LA OPTIMIZACIÓN DE LA CONDUCCIÓN SE REDUCIRÁ DE MANERA IMPORTANTE EL VOLÚMEN DE AGUA NO CONTABILIZADA QUE ES DEL 54.6%Y CON LA PUESTA EN SERVICIO DEL TANQUE SE REGULARÁN LOS CAUDALES ENTREGADOS A LA LÍNEA DE DISTRIBUCIÓN.",7130022700.00,115000000.00,7320-E2-83863,Liquidado,100
RISARALDA,Dosquebradas(RIS),Acueducto/Urbana,CONSTRUCCION OPTIMIZACION Y MEJORAMIENTO DE OBRAS COMPLEMENTARIAS DEL PLAN MAESTRO DE ACUEDUCTO DEL MUNICIPIO - ETAPA 1 DE LA FASE 1,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 820,4000000000.00,0.00,Sin Información,Liquidado,100
RISARALDA,Dosquebradas(RIS),Riesgos/Urbana,PROYECTO DE OPTIMIZACION Y ADECUACION DEL SISTEMA DE ACUEDUCTO EN LA ZONA URBANA DEL MUNICIPIO DE DOSQUEBRADAS (REFORMULACION) *,Población Beneficiada : 29908 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 482,2258961502.00,94145360.00,Sin Información,Liquidado,100
BOYACA,Duitama(BOY),Alcantarillado/Urbana,"CONSTRUCCION INTERCEPTOR CANAL DE VARGAS ETAPA II, UBICADOS EN EL PLAN PARCIAL SUR (REFORMULACION) *","Población Beneficiada : 105996 Nuevas Conexiones : NA Cobertura : 0,8 Continuidad : Empleos Generados : 875",4270000000.00,0.00,Sin Información,Liquidado,100
BOYACA,Duitama(BOY),Alcantarillado/Urbana,INTERCEPTOR ZONA INDUSTRIAL CANAL VARGAS I COLECTOR NARIÑO I Y COLECTOR NARIÑO II HASTA LA PTAR MUNICIPIO DE DUITAMA (REFORMULACION) *,Sin Información,7475347912.00,3513912801.00,Sin Información,Liquidado,100
BOYACA,Duitama(BOY),Alcantarillado/Urbana,CONSTRUCCION COLECTORES ALCANTARILLADO PLUVIAL Y SANITARIO SECTORES COLEGIO RAFAEL REYES-GLORIETA SAN JOSE Y SECTOR HIGUERAS-GLORIETA HOSPITAL REGIONAL MUNICIPIO DUITAMA,"Con la ejecución de las obras propuestas se beneficiarán 1126 habitantes actualmente (2014) y 1557 habitantes para el periodo futuro (2044), las cuales se prevé que residen en los sectores a intervenir. También se mejorará la capacidad hidráulica del sistema de alcantarillado existente, con lo cual se eliminará la problemática causada por inundaciones de aguas combinadas en los sectores Colegio Rafael Reyes-Glorieta San José y Glorieta Hospital-Higueras.",0.00,4651069949.00,Sin Información,En Liquidación,100
BOYACA,Duitama(BOY),Alcantarillado/Urbana,CONSTRUCCION COLECTORES ALCANTARILLADO PLUVIAL Y SANITARIO SECTORES COLEGIO RAFAEL REYES-GLORIETA SAN JOSE Y SECTOR HIGUERAS-GLORIETA HOSPITAL REGIONAL MUNICIPIO DUITAMA,"Con la ejecución de las obras propuestas se beneficiarán 1126 habitantes actualmente (2014) y 1557 habitantes para el periodo futuro (2044), las cuales se prevé que residen en los sectores a intervenir. También se mejorará la capacidad hidráulica del sistema de alcantarillado existente, con lo cual se eliminará la problemática causada por inundaciones de aguas combinadas en los sectores Colegio Rafael Reyes-Glorieta San José y Glorieta Hospital-Higueras.",0.00,4651069949.00,Sin Información,En Liquidación,100
N DE SANTANDER,Durania(N D),Alcantarillado/Urbana,"CONTINUACION , MEJORAMIENTO Y RECTIFICACION DEL CANAL DE AGUAS LLUVIAS CAÑO EL SILENCIO EN EL MUNICIPIO DE DURANIA",DISMINUIR EL RIEGO DE INUNDACIÓN DE LA POBLACIÓN DEL MUNICIPIO DE DURANIA,0.00,3472498134.00,2014EE0012029,Liquidado,100
VALLE DEL CAUCA,El Aguila(VAL),Acueducto/Rural,OBRAS DE RECONSTRUCCION INFRAESTRUCTURA DEL ACUEDUCTO RURAL SANTA ISABEL POR AFECTACION DE LA OLA INVERNAL MUNICIPIO DE EL AGUILA,"RECONSTRUIR LA BOCATOMA, DESARENADOR Y LÍNEA DE ADUCCIÓN AVERIADA POR CRECIDA DE LA FUENTE E INESTABILIDAD DEL TERRENO, PARA RECUPERAR EL FUNCIONAMIENTO DEL SISTEMA DE ACUEDUCTO QUE ABASTECE A 145 PERSONAS DE LA VEREDA SANTA ISABEL EN EL MUNICIPIO DE EL ÁGUILA.",0.00,93006454.00,2014EE0006109,Liquidado,100
VALLE DEL CAUCA,El Aguila(VAL),Acueducto/Rural,RECONSTRUCCION DE LOS SISTEMAS DE ACUEDUCTO POR AFECTACION DURANTE LA EMERGENCIA INVERNAL EN EL MUNICIPIO DE EL AGUILA,"POR MEDIO DE LA EJECUCIÓN DE ESTE PROYECTO SE RESTABLECERÁ EL SERVICIO DE ACUEDUCTO, GARANTIZANDO ASÍ AGUA POTABLE AL SECTOR EN TERMINOS DE CALIDAD Y CONTINUIDAD. Población Beneficiada : 1332 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados :",176864304.00,0.00,7323-E2-28236,Liquidado,100
VALLE DEL CAUCA,El Aguila(VAL),Acueducto/Rural,OBRAS DE RECONSTRUCCION INFRAESTRUCTURA DEL ACUEDUCTO RURAL LA MARIA POR AFECTACION DE LA OLA INVERNAL MUNICIPIO DE EL AGUILA,"REHABILITAR LA PRESTACIÓN DEL SISTEMA DE ACUEDUCTO RURAL LA MARÍA EN EL MUNICIPIO DEL ÁGUILA, DE MANERA EFICIENTE Y CONTINUA",0.00,167377349.00,2014EE0006101,Liquidado,100
VALLE DEL CAUCA,El Aguila(VAL),Acueducto/Urbana,REPARACION Y REHABILITACION DEL ACUEDUCTO VEREDA EL CORAZON MUNICIPIO DEL AGUILA,Población Beneficiada : 129 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 32,78961425.00,78961425.00,Sin Información,Liquidado,100
VALLE DEL CAUCA,El Aguila(VAL),Acueducto/Urbana,REPARACION Y REHABILITACION DEL ACUEDUCTO LA QUIEBRA EL AGUILA,Población Beneficiada : 229 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 33,81254288.00,81254288.00,Sin Información,Liquidado,100
VALLE DEL CAUCA,El Aguila(VAL),Acueducto/Urbana,REPARACION Y REHABILITACION DEL ACUEDUCTO LA LIBERTAD EL AGUILA,Población Beneficiada : 224 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 41,98892421.00,98892421.00,Sin Información,Liquidado,100
VALLE DEL CAUCA,El Aguila(VAL),Acueducto/Urbana,REPARACION Y REHABILITACION DEL ACUEDUCTO LA ALBANIA EL AGUILA,Población Beneficiada : 235 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 44,107574526.00,107574526.00,Sin Información,Liquidado,100
ANTIOQUIA,El Bagre(ANT),Acueducto/Rural,"ESTUDIOS Y DISEÑOS DEL PROYECTO INTEGRAL DE ABASTECIMIENTO DE AGUA Y MANEJO DE AGUAS RESIDUALES DE LAS VEREDAS EL PERICO, CAÑO CLARO Y LAS DANTAS ZONA RURAL DEL MUNICIPIO DE EL BAGRE","Incrementar al 100% la cobertura de Abastecimiento de Agua y Manejo de Aguas Residuales en las veredas Perico, Caño Claro y Las Dantas en el municipio de el Bagre, Departamento de Antioquia",0.00,486415389.00,Sin Información,Liquidado Contrato Obra,100
ANTIOQUIA,El Bagre(ANT),Acueducto/Urbana,CONSTRUCCION DEL PLAN MAESTRO DE ACUEDUCTO URBANO DEL MUNICIPIO DE EL BAGRE ETAPA II,"SE PLANTEA MEJORAR LA CONTINUIDAD EN LA PRESTACIóN DEL SERVICIO QUE SE PROYECTA MEJORAR DE 8 HORAS DIARIAS A 24 HORAS DIARIAS TODOS LOS DíAS. ADICIONAL DE AMPLIAR CAPACIDAD DE CAPTACIóN Y EN ELLO DE OFERTA HíDRICA, PUESTO QUE ACTUALMENTE PRESENTAN SERIAS DEFICIENCIAS EN CANTIDAD DEL RECURSO DENTRO DEL SISTEMA. SE PLANTEA BAJAR COSTOS OPERACIONALES Y MEJORAR LA CALIDAD DEL AGUA SUMINISTRADA. SE PLANTEA CON LA INSTALACIóN DE MICROMEDICIóN, REDUCIR LAS PéRDIDAS EN EL SISTEMA PARA PASAR DEL 53% AL 35% EN LOS PRóXIMOS CINCO AñOS.",0.00,4773790842.00,2014EE0077921,Liquidado,100
MAGDALENA,El Banco(MAG),"Acueducto/Rural, Alcantarillado/Rural",AMPLIACION Y OPTIMIZACION DEL SISTEMA DE ACUEDUCTO Y ALCANTARILLADO DEL CORREGIMIENTO DE BARRANCO DE CHILLOA MUNICIPIO DEL BANCO,"CON LA IMPLEMENTACI&Ograve;N DE LAS OBRAS EN EL SISTEMA DE ACUEDUCTO SE LOGRARA: AUMENTAR LA COBERTURA DEL 0 AL 100%, CONEXION TOTAL DE VIVIENDAS AL SISTEMA DE ACUEDUCTO, LA POBLACION SERA BENEFICIADA EN SU TOTALIDAD Y TENDRA UNA CONTINUIDAD DEL SERVICIO DE 24 HORAS, AGUA POTABLE 100% PARA EL CONSUMO HUMANO, ADEMAS DEL MANEJO DE LAS AGUAS RESIDUALES EN UN 100%",0.00,2973675572.00,2015EE0061945,En Liquidación,69
MAGDALENA,El Banco(MAG),"Acueducto/Rural, Alcantarillado/Rural",AMPLIACION Y OPTIMIZACION SISTEMA DE ACUEDUCTO DEL CORREGIMIENTO DE EL TREBOL MUNICIPIO DE EL BANCO,AMPLIAR COBERTURA DE ACUEDUCTO DEL 41% AL 100%. AMPLIAR COBERTURA MICROMEDICION 0 AL 100%,0.00,179543017.00,7323-E2-111460,Liquidado Contrato Obra,100
MAGDALENA,El Banco(MAG),Acueducto/Urbana,PME OPTIMIZACIÓN ACUEDUCTO Y ALCANTARILLADO,Población Beneficiada : Nuevas Conexiones : NA Cobertura : Continuidad : Empleos Generados : 1156,5637000000.00,0.00,Sin Información,Liquidado,100
